id,Text,Polarity,reply
21119,পোস্ট দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম । পাশে বসে থাকা আব্বুকে বন্ধু ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো । এখন আমার স্মৃতি ফিরেছে ঠিকই কিন্তু এক কানে শুনতে পাচ্ছি না ।,1,ওহ আরে কি বলতে চাচ্ছিলেন তার মতো দোস্ত কেন আপনাকে বিড়ির প্যাকেট দিয়ে? এবার মনে হচ্ছে
21120,মেলিন্ডা চাই লে বিল গেট সের কিছু টাকা পয়সা নিয়ে আমার কাছে চলে আসতে পারে । আমি তাকে না বলবো না ।,1,"অচ্ছা থাকো তুমি মেলিন্ডা কে সের কিছু টাকা দিয়ে প্রেমি হিসেবে পাঠাতে পারো, না তো আমার ক"
21121,থাক আর বাঁচতে হবে না । অনেক হয়েছে ! এই নিয়ে দুশো কোটি বার শুনলাম শ্রীময়ী এবার নিজের মতো করে বাঁচবে আর কবে বাঁচবে একটু বলবেন দয়া করে ? এই ঢং এর ক্যাপশন গুলো দেওয়া বন্ধ করুন,1,আমি কখনো ছিলাম না তোমার জীবনের দিকে বাঁচতের অভিযোগটা। তবে তোমার ইচ্ছেটা সম্পূর
21122,জমের দুয়ার থেকে ফিরে এসে এইডা নিয়ে আবার ওকালতি করবে । যত যাই হোক এই নাটক কোনদিন শেষ না হলেও আমাদের পদ্মা সেতু হবেই । ইনশাআল্লাহ ।,1,"এ নাটকের শেষ হলেই আপনার জন্য নিখুঁত একটা বিজয় আয়োজন করব! ইনশাআল্লাহ, পদ্মা সে"
21123,খুশি হওয়ার কিছু নেই । এডমিন একজন মাথা মোটা ।,1,"হয় না ভাই, আপনি কেনো খুশি হবেন? এডমিন একজন মাথা মোটা, আর আপনি কারো কি মাথা মোটা বের"
21125,নামে সংবাদ দামে মানুষরের আবেগ নিয়ে খেলা করা ।,1,আবেগ নিয়ে খেলা করা? আরে মানুষরা প্রতিদিন তোমার খেলায় দাম দিতে পারবে না!
21129,আলিফ লায়লার জ্বীন,1,ওই নামের আরও কতগুলো লায়লা আছে আমার এখন একটা ভালো মজাদার কথা বলুতে পারতাম।
21131,লেদার বিজনেস পার্পাসে কয়দিন আগে না ধুমায়া দুবাই ঘুরলেন ! ফুর্তিফার্তা করলেন ! চিল করলেন ! মাস্তি করলেন ! স্কাই ডাইভ দিলেন ! এখন কি ওইটার পেমেন্ট দিচ্ছে না নাকি ? পেমেন্ট নিয়ে ঘুরাচ্ছে ? আহারে সোনাগো আমার ! খুব কষ্ট তাইনা ?,1,"কষ্ট? তোমার তো বলছে পেমেন্ট নিয়ে ঘুরায়া দিচ্ছে। মানে কোনো কষ্ট আছে না, বলছি মন্তব"
21135,প্রথমেই ধন্যবাদ দিতে চাই পোষ্টদাতার নানি কে । কারণ তিনি পোষ্টদাতার আম্মুকে জন্ম দিয়েছেন । তারপর ধন্যবাদ দিব পোষ্টদাতার আম্মুকে । কারণ তিনি পোষ্টদাতাকে জন্ম না দিলে আজ আমরা এই পোষ্ট পেতাম নাহ্ । তারপরেই ধন্যবাদ দিব মার্ক জুকারবার্গ ভাইকে । কারণ তিনি ফেসবুক আবিষ্কার করে এই পোষ্ট দেখার সুযোগ করে দিয়েছেন । সবশেষে ধন্যবাদ তাকে যিনি তার আজাইরা সময় ব্যায় করে এই কমেন্টটি পড়েছেন,1,"আহা! এত ধন্যবাদ দিয়ে রাখলেও আপনার বিনোদন কাহিনীতে নানী, আম্মু এবং মার্ক জুকারবার"
21140,আমাদের দেশের মিডিয়া এমনভাবে প্রচার করছে মনে হয় নির্বাচন পশ্চিমবঙ্গে নয় বাংলাদেশ হইছে ।,1,"কেন ভাই, বাংলাদেশের মিডিয়া নির্বাচনের জন্য আপনার পছন্দ না হলে কোন দেশের পছন্দ হবে? একট"
21143,তোর পোস্ট দেখলে এখন শরীরটা জ্বলে । সাত বা আট দিন ধরে এটা সাফার করতাছি । আগে তো রানের পিক দিতি এখন কালো পাখির পিক দেছ কেন ? বাদমাইশ,1,"ওহো! খুব মেহনতটা করছে তুই এই সাফার করতে! আমি তো যদি তোর রানের পিক দেখি, তাহলে আম"
21144,ডাউন করছে তোমাগো মতো সামবাদিকরা নিউজ করার জন্য,1,ওহ আরে তোমার মতো সামবাদিকরা দিনের কাজে কমই আপনারা! কতদিন আর অপেক্ষা করতে হবে তোমাদ
21145,ইউটিউব আবার কাঁপে কেমনে?,1,"হয়তো ডাক্তারের প্রেসক্রিপশনের দরকার? যাইহোক, ইউটিউব ঠান্ডা করতে পারে, ঠান্ডা করতে প"
21148,আপনাদের অন্ধশ্রী দেওয়া হোক ।,1,আহ! ধন্যবাদ! সেটা নিয়ে আপনি কি কিছু বলেছেন? অন্ধশ্রীদের জন্য কি আরও কোনো পরিষ্কারতা
21149,আমরা জানি এটাই কি হবে দেখা দরকার নাই কারো সাথে প্রেম হবে সে তার ড্রীম পূরন করতে ক্রিকেট এ হেল্প করবে । এরপর বিয়ে হবে শশুরবাড়ি থেকে কেউ পছন্দ করবে না । শুরু হবে কুটনামি কোনো ক্রিকেট খেলা নয় তখন ঘরের ভিতরেই শুরু হবে খেলা । তার বর এর জন্য অন্য মেয়ে পাগল থাকবে অথবা বাসার কেউ চাইবেই না সম্পর্ক টিকে থাক । বিভিন্ন আজাইরা কাহিনী চলতেই থাকবে । এই হলো উহ মা কাহিনী । সরি উমা কাহিনী ।,1,"ওইওই, সত্যি কথা এতোই পরিষ্কার হয়ে গেছে কি! আজ কেউ ক্রিকেট খেলতে গেলে তার বিয়েই হ"
21151,বাঙালি মেয়ে হয়ে মা কে মা বলতে শিখো নয়ত আম্মু কিসের মম !,1,"আরেকবার শুনলাম তোমার কথাটা, বেশ ভালো মজা পেলাম! তুমি অনেক স্বভাবিক মেয়ে, আম্মু ব"
21152,সুন্দর একদিন শেষ হয়ে যাবে পরী সেদিন হয়ে যাবা তুমি বুড়ি,1,"আমার দেখা, দীর্ঘদিনের পরী হলেও এই আকারে তোমার বুড়ি হতে হবে? অপেক্ষা করব কিছু মে"
21153,ভুলে স এর জায়গায় গ পড়ে ফেলছিলাম !,1,"ওহ, ভুলে গ এর জায়গায় স না পড়লে কেমন হতো! হুমম... বিখ্যাত ভুল টা।"
21157,করোনা এই দুই দিন ঝিম ধরে থাকবে,1,ওহো! দুই দিন ঝিম ধরে থাকবে? আমার এত ছুটই হলো না!
21160,শ্রীময়ী র মত ই সব ঝামেলা ঝঞ্ঝাট এইবার এই সিরিয়ালের নায়িকার নোয়া র উপর দিয়ে বয়ে যাবে । নোয়া তখন নোয়াময়ী হয়ে যাবে,1,"অহ হ্যাঁ, নোয়া হয়ে নোয়াময়ী হয়ে যাওয়া আর কি সুখদ হতে পারে! সেই নায়িকার উপর যত্ন না"
21167,পুরো অফিসে অনেক মানুষের সামনে কেঁদে দিছি এই ভিডিও দেখে । কাঁদতে কাঁদতে কমেন্ট লিখছি,1,"ওই মায়ের চোখে টিস্যু দেওয়ার বাদ, কমেন্ট লিখাটা একটা ভাবলেনা? আপনি একেবারেই ক্রাইম প"
21168,বাঙালি সিঙ্গেল মেয়েদের বিনীত অনুরোধ জানাই তোমরা এই সুযোগটা কাজে লাগাও,1,"ওহো! ধন্যবাদ ভালোই বললে যেই সুযোগ দিয়েছি, তা কাজে লাগানোর জন্য। তাই না করলে পুরো"
21169,বাহ বালুর মধ্যেও ভালোই চালাও দেখি আমি তো ভাবছিলাম শুধু ফ্লাট এর মধ্যেই চলে গাড়ি ।,1,"ওহো, আপনি তো যেই মাতল রাস্তায় গাড়ি চালাতে পারেন, আমি তো ভাবছিলাম আপনি চলবেন মাছের জো"
21177,ঈদে শপিং করে দেওয়ার জন্য কিছু জ্বীন পরী ভাড়া দেওয়া হবে,1,"আচ্ছা, জ্বীন পরী ভাড়া দিয়ে শপিং করতে গিয়ে মাইন্ড রিডারদের কোনো পরিচয় নেই, তাই যাচ্ছেন"
21179,যেই ব্যাচেলর গরুর মাংস পেয়ে ডিমকে ভুলে যায় তাকে ডিমকহারাম বলে ।,1,উহু! ডিমকহারাম! গরুর মাংস ছাড়া কী আছে আর?
21180,গতকাল আবহাওয়া গরম থাকায় ছবিটা ইগনোর করে ছিলাম তবে আজকে বৃষ্টি দেখেই চলে এসেছি । গিটারে শান দিয়ে নেই বেবি,1,"ওহো! আবার একটা অদ্ভুত শব্দকারণ! পরদিনে তোমার ছবি দেখার কাজে সূচনা করছি, কোনো ছ"
21184,আমি ভাবলাম কাল বৈশাখি শুরু হইছে এখন দেখি ভোটের খবর,1,"ওহ হ্যাঁ, একটা চমৎকার খবর আপনি আমার জন্য থাকতেই পারেন, এই ঠিকাছে আমি পানি দিচ্ছিলাম আ"
21191,পাবনা চলে যাওয়া একান্ত জরুরী,1,"হ্যাঁ হ্যাঁ, খুব জরুরী আছে পাবনা চলে যাওয়া। এখন আকাশপাঠ পাবনার জন্য তাদের কে ছেড়ে দিয়ে"
21193,সাংঘাতিকের দায়িত্ব তার মন ভালো করে দেওয়া,1,ওহো! সাংঘাতিকের মন ভালো করে দেওয়া? এইটা কিন্তু মেশপ্রান্ত একটা দূর্গতির মতো!
21198,আমি আছিতো আমার বউ আমার জন্য পাত্রি খুঁজছে,1,"ওহো! আমি ভালো আছি, তুমার বউ খুঁজছে কি? শাদিতে তোমার মিথ্যা স্বর্ণময় বাক্স দেওয়া"
21201,জ্বীন শয়তান বাঁধা থাকলেও মানুষ শয়তান থেমে নেই,1,"হ্যাঁ, মানুষ তো সব সময় আপনার শয়তান বাঁধা দেখে বিদ্রূপ হয়ে যায়। কেমন পেশাদার"
21207,বাহ সোনামণি বাহ কি দিলে আমি আগামি এক মাস পাগল থাকবো,1,"ওহ হ্যাঁ, সোনামণি দিলে তোমার মন হয়তো তুড়ে যাবে, কারণ আমার তো আগামিকালের মতো পাগ"
21216,উনি সুবিধাবাদি পার্টি করতেন । ধান বোঝাই নৌকার সেই একটা মার্কা ।,1,ওহো! সাম্প্রদায়িক টেস্ট ব্যক্তিত্ব নিয়ে কি আপনার হতাশা নেই না। ধানের বোঝাই এতো ক
21218,জাপানি পরিচালক এর সাথে মিলিয়ে এই জাপানি মার্কা ছবিটা দিলেন ?,1,"ওই মিলিয়ে দিলেন তার নাম আর একটু ভয়ঙ্কর ছবি ""ঠোঁটে হাত পাল্টে জাপানি""।"
21222,ইয়াহু ইঞ্জিনিয়ার হয়ে গেছি আর বিয়ের বয়সও চলমান !,1,"ওহো, মাত্র একটা সফটওয়্যার এগিনিয়ার হয়েছেন তো? সেই কম্পিউটারের বাইরে বিয়ের বয়স চ"
21223,হুম থাপড়ায় সমান করে ফেলবো একেবারে,1,"ঠিক আছে, হাতে থাপড় নিন সমান করে একটা স্কুল ড্রপআউটের মতো!"
21229,আমার ফ্রেন্ডের নাম করে ডেটিংএ বের হইছিলাম কিন্তু কপাল সেদিন এত্ত ভালো সেও আমাকে সারপ্রাইজ দিতে বাসায় চলে আসছিলো,1,"ওহ বাবা, তাইই তো ফ্রেন্ড বলে ধরি আমাদের! একদিন বেবসি মনে হলেই সারপ্রাইজ দিতে বাসা থেক"
21230,একটা কথা বুঝি না তোরা গাজা খাস না গাজা তোদের খায়?,1,"আচ্ছা মাথা না করে বলতে পারলে ভাল হয়। যাইহোক, তোরই মতো আরেকদিকের কথা বুঝতে দিয়ে"
21231,গার্লফ্রেন্ডের মৃত্যু শোক ভুলা যায় কিন্তু অর্থ শোক ভুলা যায় না,1,"ওহ হ্যাঁ, স্বামী জ্ঞানের দুর্বল নক্ষত্রেও মাত্র যথেষ্ট যান্ত্রিক নয়!"
21232,গাজার নৌকা পাহারতলী যায়,1,ওহো! অসাধারণ দক্ষতা! ধন্যবাদ আপনার গাজার নৌকা পাহারতলী যাওয়া নিয়ে এতো মহান যোগ
21236,অন্যের জন্য পাতে ফাঁদ সেই ফাঁদে নিজেরাই কুপোকাত । সুজন মিয়ার কারিশমা চাংগে তুইলা রাখুক,1,"আচ্ছা আমি যে ফাঁদে নিজেই আছি, তার জন্য কুপোকাত তুইলা রাখবো কেন? হাঁসির রং আনার জন্য"
21237,এই ছবি দেখার পর কাকলী ফার্ণিচার এর ব্যাবসা ফুলে ফেঁপে উঠবে বলে আশাবাদী হয়েছেন ব্যাবসায়ীরা । এই ছবি দেখার পর লােকজন যত তাড়াতাড়ি সম্ভব বাংলাদেশের দিকে ছুটে যাচ্ছে কাকলী ফার্ণিচার অর্ডার করতে । ফলস্বরূপ এই মাসের শেষেই কাকলী ফার্ণিচার যে বিশ্বের সেরা হয়ে উঠবে তা নিয়ে কারাের মনে কোনাে সন্দেহ নেই । কাকলী ফার্ণিচার এর ওনার আপনার কাছে কৃতজ্ঞ | তারা আপনাকে কাকলীশ্রী উপাধিতে ভূষিত করার জন্য উঠে পড়ে লেগেছেন । আগামী মাসেই আপনার বাড়িতে পুরস্কার পৌঁছে যাবে । সবশেষে বলুন দামে কম মানে ভালাে । কাকলী ফার্ণিচার ।,1,"হাঁসতে হাঁসতে পেট ব্যথা হয়ে যাবে আপনার! কাকলীশ্রী শহরের একটা জুটি, কি বলছেন? আ"
21240,ছি ! অ্যাডমিন ছি ! আবারও শুরু করছেন বডি শেমিং । আমরা কি বুঝিনা আপনি যে নায়িকা কে হাতির বাচ্চা বুঝাইতেছেন ?,1,হাহাহা! আপনি কি নায়িকার হাতির বাচ্চা সম্পর্কে কোনো অচ্ছন্দজনক কথা বলছেন? আপনি তো একট
21249,এবারের বিসিএস এ প্রথম স্থান অধিকার করলেন উদ্ভাদের কৃতি ছাত্র মিষ্টার আবুল,1,"ওহো! ক্লাস পাস করে দিলেন খুশি হলাম, কিন্তু বিসিএস জিনিয়াসের ক্ষেত্রে উদ্ভাদের ছাত্র জাতি"
21255,হাজারো বারোভাতারিদের মধ্যে একটা বারোভাতার ।,1,ওহো আমার জন্য স্পেশাল একটা বারোভাতা পাওয়া গেলে আমি এখন সবার চেয়ে স্পেশাল!
21260,বাবার বন্ধুর মেয়ে থাকলে তখন ঠিকই আপনার কোনো রিকশাওয়ালার মাইয়ার লগে প্রেম থাকতো ।,1,"আহা! আপনি তো সুন্দরী মাইয়ার প্রেমের ব্যাপারে কতটা জ্ঞানী! কেন, অবশ্যই তো রিকশাওয"
21269,মহিলা খুবই বুদ্ধিমতী ! চা পাতা যেন পিঁপড়া না খেয়ে ফেলে সেজন্য বুদ্ধি করে কৌটার গায়ে লবণ লিখে রেখেছে !,1,ওই মহিলা তো একটা মহান বুদ্ধিমতী! তাই সে তো চা পাতা খেয়ে না পিঁপড়া খেয়ে ফেললে পরবর
21271,কোনোভাবে বঙ্গবন্ধু হত্যার কথা স্বীকার করানো যায় কিনা দেখেন,1,"হায় দেখছি, আপনি তো বঙ্গবন্ধুর হত্যার জিনিসটা প্রমাণ করে দেখার জন্যে খুব উন্মাদ আছেন!"
21273,এটা তো জবা ঠাম্মির বাম হাতের খেল !,1,ওহো! আসলে চমৎকার! তামাক খেলে তাই তো জেমন বাজি দেখা যায়!
21274,মানসিক রোগী হওয়া সত্তেও কিভাবে বাইরে ঘুরে বেড়াচ্ছে এই মাল্ডা ?,1,আরে কিছুই নেই না মাল্ডার কাছে ভ্রমণ করে মানসিক রোগীরা! একদিন সমস্ত আলোচনা হবে মাল
21275,আমি শান্ত কমেন্ট পড়তে পড়তে হয়ে গেছি ক্লান্ত ।,1,"ওহো হ্যা, চিন্তা করবেন না! কমেন্ট পড়ার জন্য আরো একটু এক্সারসাইজ করলেন, দেখবেন চার"
21278,মুখস্ত বিদ্যা করে ইউএনও হলে যা হয় আর কি,1,হয়তো তোমায় ভালোবাসা নিয়ে সকল সমস্যা দূর হয়ে যাবে! আর কি চাইবে?
21284,আমরা অনেক আশাবাদী যে একে একে আমাদের এই লর্ড এসিসিয়েশনে সবাই যোগদান করবে ।,1,"ওহো! খুব ভালো! আশা করি আসলেই সবাই যোগদান করবে, তাহলে পেট্রোনী কুপি পর্বটা ঠিক"
21287,কেনো রে জুলু র বাচ্চা তোর ওই মরণের নায়িকা কে ডাক এখন নাকি সে অ্যাড দিলে তোদের বাবস্যা চলবেনা?,1,ওহো! তোমার এত সহজেই কিভাবে মরণের নায়িকা কে খুঁজে পেয়েছে? আমার তো চেষ্টা করতে
21291,আমাকে বুড়ো বয়সে বিয়ে দিলেও বাচ্চার চিপস চকলেট সব খেয়ে ফেলবো ।,1,"ওহ হোক ভাইসাব, আপনি এত অন্ধ বিশ্বাসের মধ্যে আছেন যে শুধুমাত্র বয়স দিয়েই চিপস চকল"
21293,কমেন্ট গুলা পড়ো তাইলে ভেটকানো বের হয়ে যাবেনে,1,আমি কি নিজেই বের হতে চাচ্ছিলাম? আমার তো অভিভাবকদের আদেশেই আপনার কমেন্ট পড়ছি। ভেটক
21294,আমাদের দেশের শিক্ষিত বেকারদের কিছু দান করো মেলিণ্ডা আপা,1,ওহো! অশিক্ষিত বেকারদের দিয়ে হঠাৎ শিক্ষিত করে মেলিণ্ডা আপা? এখনো দেশের শিক্ষা ব্যবস
21296,লজ্জা আত্মহত্যা করেছে ।,1,ওহ! এতো দুঃখদ! আত্মহত্যা করে রাজি হয়েছিলেন কি না জানলেই তো আর আপনার সেই কথা বলত
21298,এজন্য আমি টাকার পেছনে ঘুরি না নারীর পেছনে ঘুরি ।,1,"ওহো হ্যাঁ, সঠিক বললেন! পেছনে ঘুরাঘুরি করে যাবার জন্য টাকা দরকার নেই, প্রয়োজন হলে ন"
21301,টাটকা দুপুরে টাটকা মোহর দেখতে পারি না খালি ঘুমে ধরে,1,আচ্ছা গোলতেই কি তোমার চোখ কাপছে? কিন্তু টাটকা মোহর কি টাটকা দুপুরের জন্য দরকারী
21304,চার চার দুই আরেকটা গেলো কই ?,1,আচ্ছা তোর কাছে চার চার দুই একটা থাকলে তুইই সেই একটা গল্প বলতেছিস!
21305,জালেবি বাঈ কি স্বর্ণ দিয়ে বানানো ?,1,"এইটা হয়তো জাদুবিদ্যার কাজ, কিন্তু তাই আমি যদি স্বর্ণের থেকে জালেবি পাই, তাহলে আমি দি"
21307,বাংলাদেশের নিকট হতে শিক্ষা নেওয়া উচিত ভারতের কিভাবে নির্বাচনের আগেই জয় পরাজয় নিশ্চিত করা যায় ।,1,"হাহাহা! হ্যাঁ, শিক্ষার জন্য বাংলাদেশ থেকে ভারতে যেতে হবে এবং নির্বাচনের আগেই জয় পরাজয়ের"
21315,ভাই মনে হয় দাড়ি সেভ করে ফেলছেন ! কয়েকদিন আগে জাতি আপনাকে জগতের শ্রেষ্ঠ ওলি বুজুর্গ বইলা ফেসবুক গরম করে ফেলছিল এখন কি কমু,1,"ভাই, আপনার মনে হচ্ছে না কি ভুলে গিয়েছেন? দাড়ি সেভ না করে ফেলা তো ছিল একটা লাইফ থ্রিল"
21316,তোর ততা তেও তোদেও না,1,"হায় তোর বিচারটা এতো উচ্চধারণায় লেগেছে, তোদের মতো শ্রেষ্ঠকরণ করতে তোমার যত্ন ক"
21317,হাত ধরতে ছয় মাস লাগবে আর বাচ্চা হইতে এক মাস ও মা গো ট্রু স্টোরি,1,"ওহ আমার যে আছে, ছয় মাস হাত ধরতে আর এক মাস ছেলেকে মা হইলে আর হইতে কিছু নেই! সেই গো"
21320,শিক্ষার্থীরা পড়ালেখায় পিছিয়ে গেলেও প্রেমের দিকে এগিয়ে আছে ! ডা দিপু মনি,1,"ওহ ঠিক আছে, হয়তো তারা ভালোবাসার সাথে যুক্ত হতে প্রয়ত্ন করছে এই কারণেই তারা পড"
21323,আর্য তো অন্ধ ছিল তার সাথে সাথে কানেও কি শুনতে পেত না নাকি নিজের বউয়ের গলাই বুঝতে পারে না !,1,"আইয়া, শুনতে পেত না নাকি নিজের প্রেমিকার স্বরণ বাধতে পারে না!"
21325,অতি শীঘ্রই লিংক চাই আর হ্যা ভিডিও কিন্তু কমপক্ষে সাতশ বিশ পি এইচডি কোয়ালিটি চাই । বাংলাদেশের ভিডিও গুলা এমনিতেই ঘোলা ঘোলা দেখতে খুব ই অসুবিধা হয় ।,1,"অবশ্যই ভাইয়া, আপনার এত অসুবিধা হলে আমি কী করব! আপনি যে সমস্যাটা বললেন তা হল আ"
21326,মেহেরবানি করে তোর কোনো শ্যাটা ভাঙ্গা গান বের করিস নাহ । এর চেয়ে হিরো আলমের হুক্কা হুয়া গান মনে ধরছে,1,"ওহো, আমি তো দেখি তুমি একটা আদর্শ স্বরের প্রেমিক। তোমার সুন্দর চওড়া শ্যাটা গানগ"
21327,স্যার আপনার মতো গুনি সংগীত শিল্পী আছে বলে আমাদের দেশের সংগীতের এই হাল,1,অহ হ্যাঁ বিশ্বজুড়ে আমাদের দেশের সংগীত ঠিকই অল্প কিছু গুনি শিল্পীর কাছে পড়ে। এ
21328,আমি একাই পনের কোটির সমান বাকি তিন কোটি আপনারা সবাই মিলে কাঁধে কাঁধ রেখে এগিয়ে আসেন ! জয় হোক মানবতার ! আই লাভ ইউ পরি মণীমণী,1,"যেই, তিন কোটি বাকি তার কোটি পেরি করলেই তো মানবতার জয় হবে! অই পরি মণীমণী, ই আই ল"
21331,কয়েকদিন থেকে বিছানায় পরে আছি । চলাফেরা করতে পারছিনা । তোমার ছবিগুলো দেখে এখন বেশ হাটা চলা কত্তে পাচ্ছি । শরীরে শক্তি পাচ্ছি । এখন আমি ফুল সুস্থ,1,ওহো! তোমার চরম হাটা চলা সবই দেখে আমি খুব ভালো লাগছি। মনে হচ্ছে কমপক্ষে ফুল সু
21334,কিকেটাররা কী সব বিএনপি করে ? খালেদা জিয়ার শোকে সব ব্যাট বল ছেড়ে দিয়েছে,1,"এই হলে খালেদা জিয়ার দিকে কিছু আশা রাখতে পারতাম, কিন্তু অনেকদিন ধরে তো কোনো অফার আস"
21336,তোরা যে আন্তর্জাতিক মিথ্যা কথা বলিস এর মামলা আমি করমু,1,"ওহো! ঠিক আছে, আমি মুখে আলতা দিলাম না হলে মাথা চুরি করমু।"
21340,আপনারা ঝগড়াঝাটি থামায় পরোটা দিয়ে নাস্তা করেন দেখেন নেইমার বানাইতেছে মেসি ভাজতেছে,1,"আমি না দেখেছি, বিশ্বাস করুন, নেমারের দেখা কখনও হিমেশা না। আমার হাতে পরোটা নেই, তাই ন"
21352,ইফতার করে রোজা ঠিক রাখলো এবং বাহিরে গিয়ে দুই বা তিন টা টান দিয়ে দেশের রাজস্ব বৃদ্ধি করলো ! মানবতা আজ ও বেঁচে আছে,1,"ওহো! ঠিক আছে, খুব ভালো হলো রোজা ঠিক রাখা এবং একটু সময় পেলেই দেশের অর্থনীতিতে"
21353,ডানে গরু বামে খাসি রাকিব ভাইয়ের বউকে ভালোবাসি ।,1,ওহো! কি তোমার ভালোবাসার স্বাদ! এত সহজে কি করে বাঁচবে রাকিব ভাইয়ের বউয়ের জীবন?
21356,আমার গানের কন্ঠ অনেক ফালতু । কিন্তু আপনাকে দেখে অনুপ্রানিত হই । ভবিষ্যতে আমিও অনেক বড় গায়ক হব,1,"ওহো! আপনার গানের কন্ঠ ফালতু হওয়া তেমন ভালো ব্র্যান্ড করে নিলেন যে, আমিও যখন বড় হবে তখ"
21359,অবশ্যই পারবে । রাশিয়ার তৈরী করোনার ভ্যাকসিন নিয়ে আমার সন্দেহ থাকলেও জবার সুপার পাওয়ার নিয়ে আমার কোনো সন্দেহ নেই । কিসের স্পাইডার ম্যান আর কিসের আইরোন ম্যান । ? জবাম্যান ইজ্রিয়েল,1,"অবশ্যই পারবে! রাশিয়ার ভ্যাকসিন নিয়ে সন্দেহ নেওয়া হয় না, ছাড়তে হলে সবাই জবার সুপার"
21365,এই জন্য ধৈর্য না ধরে এখনি বিয়ে করা উচিত,1,"ঠিক আছে, একটা সার্টিফিকেট দিতে হবে ""বিশ্বের সবচেয়ে ধৈর্যশীল ব্যক্তি""!"
21366,আগে বিয়েটা তো দে ভাই,1,হ্যাঁ একটা পল্টুপাপড়ের মতো বিয়ে দেওয়ার দরকার আছে!
