id,Text,Polarity,reply
23,নিশ্চয় মিমি সাংবাদিককে কোনো কিছু দেওয়ার প্রতিশ্রুতি দিয়েছিল কিন্তু মিমি প্রতিশ্রুতি রাখেনি দেয়নি । তারপর সাংবাদিক পিনিকে যায় এবং এই নিউজ টি করে,1,"হ্যাঁ, আগে কিছু দেয়ার প্রতিশ্রুতি ছিল, কিন্তু কারুর নাম মিমি হলে বাদ দেওয়া হয়ে যায়। চ"
24,জুতার বারিও চলবেই সরাসরি না পারলেও ফেসবুকের মাধ্যমে দিবো ।,1,"আহা, ব্রিকেট খেয়েছেন কি?"
30,পেটকু কাক্কুরে আজীবনের জন্য কোচ করে রাখা হোক,1,"অবশ্যই, আমাদের পেটের কুকুরটা এতদিন বিনোদন করেছিল!"
31,আজীবন বস্তা পচা মুভি করে যাও আর শর্টকাটে দুবাই ঘুরে আসো দোয়া করি,1,"ওহো! আমি তো জানি, আমি তো সুপারহিরো সহজেই হয়ে যাব! 😂"
33,সুন্দরও বাতাসে জামা কাপড় আকাশে,1,ওহো! মনে হয় তোমার বাসার কোণার ম্যাগাজিন কভার হলে!
35,সীমিত আকারে মানুষগুলো কই পান ?,1,"চোখ মেলিয়ে তাকাইবেন, মাটির মত বড় ছোট হওয়া চিরকুট।"
37,তালগাছ ঠিক রেখে এনিয়ে বিনিয়ে গল্প তৈরি করা বিবিসির স্বভাব হয়ে দাড়িয়েছে ।,1,"ওহো! আর গল্প বলতে হবে না, তালগাছের দাবি পরীক্ষা দিতে হবে!"
40,দুইদিন বৃষ্টিতে একটু সুস্থ হইছে । ভাদ্র মাসের আগেই আবার পাগল হবে ।,1,"ওহো! তোমার হাসি এত সুন্দর, সেই দিনে অবশ্যই চেনা যাবে!"
42,মাত্রাতিরিক্ত গাজা খাইলে যা হয়,1,"আমাদের কোনো মাত্রা নেই, চলবে এক খাবারে!"
43,তুমি আমি এক জোড়া কাওয়্যা,1,ওহো! অসাধারণ দুই জন কাওয়্যা!
47,আল্লাহ যেন তাকে উঠিয়ে নেন । সাথে তোমাদের মত সাংবাদিকদেরকে ও ।,1,"হা, আর কি! তাই তো এখন অবস্থা।"
50,আপনার এই নাটক আজকে দেখা শেষ করলাম,1,"ওহো, ধন্যবাদ আপনার valuable feedback এর জন্য! আমি নতুন নাটক খুঁজতে যাচ্ছি আপনার সাজানো সময়ের জন্য।"
52,আল্লাহ সেফা দান করুক ।,1,"আমিও কি বলবো, বিশ্বাস আছে না কি? 😉"
54,বললাম আমারে এখানে নিয়ে যা এ গ্রুপে আর কয়েকদিন থাকলে ডিপ্রেশনে যাব গা ।,1,"ওহো বাবু, আপনি এত সাহায্যকর্মী হলেন, আর দেখতে দেখতে ডিপ্রেশনে যাবেন!"
58,চোখে পানি চলে আসলো পকেটে টিস্যু নেই । বাদামওয়ালা থেকে কাগজ নিয়ে চোখ মুছলাম ।,1,হাহাহা! লাইফসেভার লেভেল আর কোনদিন? 😂
61,স্ক্রিনশট নিয়ে রাখলাম । ঈদের পর সবাই গেট টুগেদার প্ল্যান আছে আমার বিল তুই দিবি তাইলে,1,ওহো! তোর বিল পাইতে আমি কি ঈদে গেট টুগেদা খাব?
62,আমার ধারণা হাতির সুর দিলেও তের পাবেনা । তার আবার ধর্ষনের ভয় । বাহ অভিনয় ভাহ্ । অভিনয়টা ভালো ছিল ।,1,"আমি তো সহজেই হাতির সুর দিয়ে তার পাবো! আপনি ভালো ধর্ষণ দিতেন, তা আমি জানি! 🙄"
65,ওদের কথায় বুঝা যায় সরকার খাইতে দিছে এখন ঘুমানো জায়গা দিতে হইবো শালা ।,1,"ওহ হয় না, সরকার খাওয়ার মূহুর্ত ছিল এখন ঘুমানোর দাবি!"
69,তাকে যে দর্শক রুপের প্রশংসা করেছে সে হলো লুইচ্চা নাম্বার ওয়ান,1,আমি তোমাকে তারপর অস্থির প্রশংসা করি এবং অস্থির নাম্বার তৈরি করতে সাহায্য করতে পারি।
70,মহিন বাপ্পি সিগারেটের আগুন দিয়ে নিচতলা জ্বালিয়ে পুড়িয়ে ছারখার করে দিবো । লজ্জা সরম কি বুড়িগঙ্গা নদীর পানিতে ঢেলে দিছস ?,1,"আরে বাবু, এত সহজেই কি বিপদে পড়তে চান?"
73,এই হারামজাদা গুলো প্রভাব খাটাতে পারে শুধুমাত্র গরিব দুখী রিক্সাওয়ালার সাথে । এইরকম এই হারামজাদা কে ধরে অণ্ডকোষ দুটি খুলে আবাল বানিয়ে দেওয়ার জোর দাবি জানাচ্ছি ।,1,ওহো! সে আবাল বানিয়ে দিতে কেউ না আইসে দিলেন?
74,দেশে লবনের দাম বেড়ে গেছে আর তুমি প্রতিবাদ না করে ফেসবুকে ছবি ছাড়তেছো ছি এটা আশা করি নাই তোমার কাছে,1,"আচ্ছা, লবনের দাম কোথায় ফেসবুকে পোস্ট করতে পারি?"
79,আমার এত সময় নাই । মতি মিয়া কচু ক্ষেতের ধার ধারেনা,1,"ঠিক আছে, হুমায়ুন আহমেদের পুস্তকগুলি রইল কচু ক্ষেতের চেয়ে।"
87,অনেকদিন দিন পর ট্রাম্প কাকু কে দেখলাম ।,1,"আরে কি ভাগ্য রে, সেরেনা উইলিয়ামস এখন সবটা ভারতেই মেয়াদ শেষ করছেন!"
88,গোলাপ ফুলের জায়গায় আমি দিলাম তোমায় জবা বলো তুমি এইবার কি আমার প্রেমিকা হবা ?,1,"ওহো, অবশ্যই! তুমি তো গোলাপ দিলে তোমার প্রেমিকা হয়ে যাবে।"
90,দে বাবা দে বলি দে । জবা গলা জোড়াতে ও পারে,1,"ওহো, কি অদ্ভুত ক্ষমতা! হাজির খরচা বাড়তে জা নাই। মজা পেতে মনে হয়!"
91,মান্না পূর্ণিমা নাচে মডেলিং করছেন দুই কানি ।,1,"আর কি! এত ভালো পূর্ণিমা কেন না, মডেলিং করবেন কি?"
93,আজকাল তো রাজশাহীর মানুষ জন মেসেজ ও সিন করে না আম দেওয়ার ভয়ে,1,"ওহো, তাই তো! হোলসেল মেসেজ এবং সিন দেওয়ার দোকান খুলবেন নাই।"
96,তুমি ভুল করে কসাইয়ের কস্টিউম পড়ে ফেলেছো । চেঞ্জ করে এসো বাবা । লোকে না হয় কসাই বলবে,1,"আমি তো ভালোই বলতেছি কসাই হতে হবে না, সুযোগ ধরে নি। 😉"
107,সাইবার পুলিশের লাঠির বাড়ি খেয়ে সাময়িকভাবে সোজা হলেন ত্যানা ম্যান থুক্কু নোবেল ম্যান ।,1,ওহো! কি অসাধারণ উপাধি! এত বড় অবিশ্বাস্য। 😂
110,প্রথম দিন দল ভালো পারফর্ম করছে যে যদি পোষ্ট না করতেন তাহলে আপনাকে জাতীয় দল থেকে বাদ দিয়া দিতো । বাদ পরার ভয়ে এতো সুন্দর পোষ্ট করেছেন ।,1,"আরে ধন্যবাদ, বাদ দিতে গেলে হতাশা করতাম না!"
113,কারণ মনে হয় উনার হয়তো সাকিব নামে কোন চুলকানি আছে,1,"ঠিক আছে, তোমার মনের কথা আমি কিভাবে বুঝতে পারব?"
114,ভাই আমার এক আনটিকে সাথে নিয়ে এই ভিডিও দেখছিলাম ভাভা রে ভাভা তোমার খাওয়া দেখে ওনার লোভ লেগে গেছিলো,1,"উহুহু, লোভের মাধ্যমে অন্তরের ভুলের খোঁজ করতে সাহায্য করার সুযোগ হারিয়ে গেলাম।"
115,এখন তোমাকে এই চিয়ারে বসিয়ে অভিনন্দন দেওয়া উচিত ।,1,"ওহো, ধন্যবাদ! আমি কখনই চেয়ারে বসতে পেরেছি না।"
118,শিকড় থেকে শেখড়ে দুর্নীতি যখন সর্বত্র সেখানে এই শিক্ষিত বেকারের সাথে হালকা একটু প্রতারনা করে কোটি কোটি টাকা কামিয়ে নেওয়া নেহাত অন্যায় নয় । আসলে এটা তাদের অন্য আয় । এসবের ফয়সালা একদিন হবেই ইনশাআল্লাহ ।,1,"ওহো, খুব ভালো! আমি আস্থা করি যে আপনি তাদের সব কামিয়ে নেওয়া টাকা দিয়ে কথা বলবেন"
120,মানে খারাপ দামে বেশি ! প্রথম আলো পড়ো দেশী !,1,"ওহো, আদর্শ মুদ্রা রাঙা তোমার অভিজ্ঞতা! 😂"
123,জবা পারে না এমন কোন কাজ এই পৃথিবীতে আছে বলে আমার মনে হয় না,1,"ওহ হয় না, তুমি এতটা অপেক্ষা করতে কেন?"
125,ধীরে ধীরে পরনির্ভরশীল জাতিতে এক কথায় বাদাইম্মা জাতিতে পরিণত হয়েছি ।,1,"ওহো, অরে বললেন কি! হুমকি দেওয়া হলে বাদাইম্মা জাতি থেকে পরনির্ভরশীল তো হতে পারে না!"
128,আমি ভাবছি সিদুরটা পূর্ণার মাথায় না পড়ে যদি আশেপাশে থাকা কোনো ছেলের মাথায় পড়ত তখন কি হত !,1,"হা হা, সেই ক্ষমতার টেলিপাথিক সিদুর প্রয়োগ কি আপনার প্রচুর অভিজ্ঞতা আছে?"
129,এইটা ঠিক হয়নাই চরম অন্যায় আমাদের লর্ডদের জিনিস কপি করার জন্য লর্ড এসোসিয়েশন এর পক্ষ থেকে বিদ্রোহ ঘোষনা করার জোড় দাবি জানাচ্ছি,1,"ওহ, কালি দেবীর বাণী শোনা গেছে!"
130,এই সালারা শান্তিতে মরতেও দিবেনা । কখনো ভাইরাস কখনো রকেট ।,1,"হ্যাঁ, নিশ্চয়ই আমাদের জীবন এতদিন অসুস্থ ছিল। এই সমস্যা সমাধান করতে বাধ্য হয়ে গ"
132,আমি অত্যন্ত দুঃখের সাথে জানাচ্ছি যে ঐ সময় আমি তোমার জন্য কিছুই করতে পারিনি । আমি বাসায় ঘুমানো ছিলাম । জেগে থাকলে যদি শুনতাম যে তুমি চিৎকার করে বলছো ছেড়ে দে শয়তান ছেড়ে দে আমি দৌড়ে উড়ে যেতাম তারপর টিগিস টিগিস ডিশুম ডিশুম করে ওদের থেকে ছিনিয়ে নিতাম । এরপর দু জনে এক হতাম আর বাংলা সিনেমার মত শুরু হতো লা লা লা ওহো আহা হা ।,1,ওহো কি দুঃখ! তুমি না করলে আমার বাসায় ঘুমাতে এখনই অবশ্যই মৃত্যু হত। পরে কখনও
135,হাবিবুল বাশার আমিনুল রফিক যিনি দলেই চান্স পাননি তিনি প্রধান নির্বাচক ।,1,"ওহ! সত্যি বললেন, সেই হাবিবুল বাশার আমিনুল রফিক সে বেশিরভাগ সময় রনি খেলাতে ব্যস্ত থ"
138,আপা । আপনি পাশে থাকলে । ছোট ছোট ড্রেস গুলো গ্রামের মেয়েদের ফ্যাশন হয়ে যাবে,1,অবশ্যই! এবার গ্রাম ফ্যাশনে অসাধারণ হবে আপনি থাকলে।
141,টিভির ভিতরে ঢুকে দর্শকরা সমাধান করবে,1,ওহো! আর আমি কি তোমাদের জন্যে রহস্য সমাধান করে দেব না?
142,একেই বলে হাতুরু যাও আগে দেশে জিততাম সেটাও শেষ । সে যে কি ছিল এখন আমাদের বাংলাদেশীরা বুঝবে,1,"হাহা, দাদা, আমি তো বলছি দেশের জনগণ অপেক্ষা করছে আপনার যাত্রার। 😉"
144,আয়নাতে ওই মুখ দেখবে যখন কপালের কালো টিপ কোথায় ?,1,"ওই টিপের খোজ এত সহজ তো না, একদম দুরন্ত এই ছবির অনুষ্ঠানে!"
145,যখন তোমার থেকে বফ না তাকাই কুকুর দিয়ে কাজ চালাও,1,"আগে তোমাকে বফ বুঝতে হবে, পরে কুকুরের কাজে দালালি করতে হবে।"
154,বাসায় থাকলে তো আমি জুতা ই খুঁজে পাইনা । মাঝে মাঝে লেডিস স্যান্ডেলও ইউজ করা লাগে ।,1,"ওহো হুম, সেই দিন না এখন এসেছে! লেডিস স্যান্ডেল দিয়ে অ্যাসকে চালানোর মজা অনেক হয়! 😜"
158,ওই মেয়ের মন বাগানে আগুন আসতেছে,1,"ওই মেয়ের কি, আগুনের দুধ হয়ে গেলো?"
161,নুসরাত তুমি যদি এই পোষ্ট দেখে থাকো । তাহলে শুনে নাও আমি শুধু তোমাকেই ভালবাসি । নওশিন আমার জাস্টফ্রেন্ড । আমরা কক্সবাজার গেছিলাম ঠিকি কিন্তু আমাদের মাঝে কিছুই হয় নাই ! একসাথে গোসল করছিলাম শুধু আর কিছুনা,1,ওহো! মিষ্টি ভালোবাসা গল্প। হাতে হাত ধোয়ার মধ্যে শুধু আমাদের দুটোর মধ্যে কিছু হ
162,এপার্টমেন্ট থেকে নোটিশ দিসে সবাই বাইরে গেলে মাস্ক আর গ্লাভস পরে যাতে যায় । আমি সেই মতন বাইরে গেলাম । গিয়ে দেখি সবাই জামা কাপড়ও পরছে । কি বেইজ্জতি একটি কারবার ।,1,আর বেসাইটি স্বীকৃতি নিয়ে ফেলেন না?
164,আপনি কি জন্য আপনার বাপের বয়সী বেডার লগে ক্লাবে গেছেন জানতে চাই,1,"হ্যাঁ, জানার দরকার ছিল কিনা আমার বাবার বেডার লগে ক্লাবে!"
165,পানি টানার জন্য সাকিব আল হাসান কে নেয়া যেতে পারে !,1,"ওহো! আর সাকিবকে নিয়ে যাচ্ছেন না, পানি টানতে? ঠিক আছে, সেই ধরনের প্রায়শই কাজই তো সাকিবের"
166,কি অমানবিক ! করোনাকালেও তাদেরকে জোর করে বিভিন্ন দেশে শিক্ষাসফরে পাঠানো হচ্ছে । এদেরকে অটোপাশ দেয়ার সিস্টেম নাই ?,1,আরে বড় দেশই তো! কেউ কি অটোপাশ বাধ্য করতে পারবে?
170,জরিমানা টাকা গুলো আমাকে দিলে শপিং করতে পারতাম,1,ওহ হো! আপনি তো বাজেটে কি মিলিয়ে দিয়েছেন!
180,তিন এপ্রিল এইচএসসি পরীক্ষার কথা চিন্তা না করে তাদের প্রতি ভালোবাসার টানে পড়াশুনা না করে খেলা দেখলাম কিন্তু আমার মনে হয় আমার মত লক্ষ লক্ষ পরীক্ষার্থীর কালকের দিনটা নিতান্ত বৃথা গেল ।,1,"ওহ হ্যাঁ, আমি দেখলাম তোমার ভালোবাসার টানে তো পেন্সিল চালি৷"
182,মেয়ের জিম্মাদারি তাদের উপর ছেড়ে দিন । ইনশাআল্লাহ বিয়ের আগেই নাতি মানুষ হয়ে যাবেন ।,1,"ওহো, বিয়ের প্রস্তাব দেয়া যাক! নাতি হওয়ার পর দেখা যাবে। 😜"
185,ভাই আপনি কেন ছয় মারতে কষ্ট হয় রাসিল্লা এগুনে যখন ছয় মারে তখন কষ্ট লাগে দরকার হলে খানা বাড়ায় দেন তারপরে ও মানইজ্জত রাখেন ।,1,"ঠিক আছে, আপনি তো একদম সঠিক! আমি এগুনে দেওয়ার পর খানা বাড়াবো, পক্ষান্তরে আমি ভালো ম"
189,সাকিব টাকা উড়ায় । সাকিব ফালতু টাকা খরচ করে । সাকিব বিদেশে যায় মার্কেটিং করতে । সাকিব বউয়ের জন্য দামী পোষাক কেনে । সাকিব এসি বাথরুমে বাথরুম করে । সাকিব ভালো না ।,1,ওহো! সাকিব এত ভালো তার প্রতি আপনি হয়তো পছন্দ করতে পারবেন না। আমাদের ভালোবাসা কিন্ত
190,পাঁচ বিশ্বকাপ বাছাইয়ে এবারই ‘সেরা’ বাংলাদেশ,1,ওহো! একটা আমাদের জন্যে সব হারে যাওয়া এক দাম্বোল করবেন?
194,ফকিন্নি শালারা আরো বড় বড় জ্ঞান সোদায় ।,1,ওহ হয়তো তাদের কোথায় এত অসুবিধা হয়।
196,আপনারে ধৈর্যের উপরে একটা নোবেল দেওয়া উচিত এই ছবিগুলা আপনি কিভাবে ধৈর্য নিয়ে দেখছেন তাই ভাবতাসি ।,1,দুনিয়া কোথায় চলে গেল নোবেল পাওয়ার একটু দেখি নাই।
197,এইবার যদি অমির স্বাস্থ্য একটু কমে হালায় যা মোডা !,1,"ঠিক আছে, হালায় মোডা দেওয়ার রেসিপি তৈরি করে নিলাম!"
199,ভুয়া করোনা ভাইরাস কিছু না,1,"ঠিক আছে, তাই তো হাসপাতালে ঢুকবার আগে ডাক্তারকে ফেসটা দেখাচ্ছি! 🤦‍♂️"
200,ওই রাস্তার মাঝ খানে একটা গিরিপথ আছে খালি চোখেই দেখা যায় দূরবীন লাগে না,1,"ওহো, আপনি তো সুপারম্যান হয়ে উঠবেন!"
201,রাজশাহীর পোলা গুলা একেকটা ফজলী আম উপরে ফিটফাট ভিতরে সদরঘাট,1,"ও ও, কারণ হচ্ছে সেই আমের ঘুঁটির মধ্যে রয়েছে তার মুখবন্ধ।"
203,মাহমুদ সুজন মাথা মোটা যখন খেলত দলের বোঝা হয়ে ।,1,"ঠিক আছে, মাথা মোটা হলেই কেউ বোঝার মেধা বেড়ে না।"
204,করোনার কারণে ধান্ধার টাকা কমে গেছে তাই গাছ কাইটাই উঠাতে হবে ।,1,"ওহো, সেই কি দুনিয়ার শেষ কাজ!"
205,লাথি খাইছি বইল্লাই ডিপ্রেশনে যাওয়ার সময় পাই নাই । স্যারেরা এত মারতো পড়া না পারলে,1,"হা হা, এত মারা যায় তো পড়ার জন্য রান্না বেশি করা দরকার হয়েছে!"
206,কান্নায় চোখের পানি এভাবে পড়েনা অভিনয়ের রিহার্সেলটা করে নিলো । গ্লিসারিন পানির কারবার,1,"ওহো! অভিনয়ের নতুন রহস্যময় প্রয়োগ, ছবির একটা প্রাণ্তিক অর্থনৈতিক যোদ্ধা!"
207,আর শুনো ভাই আবার একটু জিমে যাও তুমি জিমে যাও প্র্যাকটিস না করে শরীর কমলে সব কমবে ভাই তোমার ।,1,"তোমার কথার মত চলে আসতে হবে, সত্যি সত্যি! 😂"
208,বন্ধু মানুষ আসলে বাঙ্গির মতো ।,1,আমি এই মতের সঙ্গে মতবাদ করতে পারবো না! 😏
209,সাঁঝের বাতি নয় ঝাঁটের বাতি নাম হলে ভালো হতো সিরিয়াল টার,1,"ওহো! অবশ্যই, সিরিয়াল টার এতো ফ্যাশনেবল নাম। আমার সুপ্রভাত শুরু হয়ে গেছে আমার দ"
210,হয়তো কেউ মানবতার কাতিরে পাঁচ কেজি চাল বা এক কেজি ডাল দিলো সেগুলো আর কয়দিন যাবে ।,1,"ওহো, দুঃখিত, হয়তো মানবতার সামান্য কাতির কোথায় রেখে দেওয়া উচিত তো?"
216,দেশে চলে আসো দুই কোটি টাকা বোনাস রাখা হয়েছে তোমাদের জন্য,1,"ওহো! খুব দামি অফার, বাদ দিলাম কতটা কাজ করতে হবে তার কথা ভুলে! 🤑"
218,কোন জাগায় যেন নতুন করে আবার আকাম করছে তাই আওয়ামীলীগের ব্যানার লাগাইছে,1,"আরে হালা, পুরান জাগার এবার নতুন মজা করছেন তো!"
219,কঠিন ধান্দা হলো এবার বেজায় খুশি এনটিআরসিএ কর্তৃপক্ষ ঈদ টা জম্পেস হবে,1,"ওহো, কত ভালো একটা খুশির খবর! এই প্রকার খুশির টা জম্পেস হলে তো সবাই একসাথে মিলে"
223,ছোট সময় দেখতাম বড়দের বিয়ে হয় । আর বড় হয়ে দেখছি ছোটদের বিয়ে হয়,1,"হা হা, দুঃখ হয়েছে নাকি নির্লজ্জ হয়েছে?"
224,পারকিন্সন রোগ এর ভালো উদাহরন এর অযথা হাত পা নাড়ানাড়ি,1,"ওহো! সত্যি কথা, এত তো ক্লাসিকাল উদাহরণ কোথাও দেখা যায় না।"
225,বাবা তোমার দরবারে সব শয়তানের খেলা,1,"দেখা যাক, তাই কি তুমি চুপচাপ থাকো।"
226,শ্রাবন্তী অমিত শাহর কাছে না গিয়ে আমার কাছে আসলেই চলতো বাকিরা জাহান্নামে যাক,1,"ঠিক আছে, আমি খালি কোডিং করতে আসবো তোমার কাছে না গিয়ে। চলো, জাহান্নামে মুক্তি পাবো"
227,চালক বাঁচলো কেমনে ? চালক কে পানিতে চুবিয়ে মারা হোক জনগণ দেখতে চায় ঘাটে খুব হয়রানি করে !,1,"আহা, যদি চালক বাঁচতে থাকেন, তাহলে তো সবাই হতাশ হবে। কি কমান্ড!"
228,মাননীয় স্পিকার পিলিজ ওনাকে মেন্টাল পাগলা গারতে এডনিন করানো হোক !,1,"ওহো, বাস করো স্পিকার মশাঈ, এত খারাপ করতে গেলেন কেন!"
231,আয় হায় ! কি ঢস টা দিলো রে আতিক ভাই !,1,"ঠিক আছে, বলুন কোথায় আরেকটা উপকারী ঢস দেই।"
234,এমনে চিল্লাইয়া মার্কেট ফাওন যাইবো,1,"ওহো! অবশ্যই, চিল্লা ছাড়া তো মার্কেটে গিয়ে নাই।"
235,দামে কম মানে ভালো সাংবাদিক এর বউ পলায়ন করলো,1,"ওহো, সেরে থাকুন আর তার নতুন সংবাদ টীমে সদস্য হবেন!"
236,আমার কথা হইলো উপস্থাপক মেয়েদের মত বসছে কেন,1,"ওহো, আসলে যাতে তারা আপনার মত বসে না করে ছোটো করে উঠে গেলে ঠিক হয়।"
238,আমার একটা স্যান্ডেল হারিয়ে গিয়েছে এই মুভি দেখতে গিয়ে । মাননীয় স্পিকার আমার স্যান্ডেল দেওয়ার ব্যাবস্তা করেন,1,ওহো! যেই মুভি তা দেখলাম দেখার পর স্যান্ডেল অবশ্যই লাল কাপড়ে পাবে।
242,কিছু বলতে পারিনা ফ্রেন্ড লিস্টের কলিজারা আইয়া হাহাআ দেয়,1,ওহো! কি কমিউনিকেটিভ মাস্টার দেখাচ্ছে তারা!
245,কিছুক্ষণের মধ্যেই বিশিষ্ট কমেন্ট শিল্পী আপনাদের মাঝে এসে উপস্থিত হবেন আর উনার মহামূল্যবান কমেন্ট পেশ করবেন । সবাই বিশৃঙ্খলা না করে শান্ত হয়ে বসুন,1,"ওহো! কি খুব মজার আশা করছেন। বসে থাকা আমাদের কোনো তো কাজ নেই, তাই তো বিশেষ কমেন্ট দ"
246,ব্রো প্লীজ ! কাল আপনি না খেললেই ফাইনালে চলে যাবো ইনশাল্লাহ ।,1,"ওহ হা, আবার কোনো ভুল করতে ভুলছেন।"
247,এসব ছবি দিয়ে যুবসমাজ কে বিয়ের প্রতি উদ্ধুদ্ধ করা হচ্ছে তাই না ? এমনিতে শীতকাল চলে তার উপর এই ছবি ধুর কিছু ভাল লাগে না বাই দ্য রাস্তা মানিক ভাইয়ের সালাম নিন । ঠাগ লাইফ,1,ঠাগ লাইফের গুরুত্বপূর্ণ দুটি অংশ - সালাম নিতে এবং ছবি ধুর করতে! 😂
248,বালা মাইনষের বাউ নাই ।,1,ওহ কি দুঃখিত হতে পারে! একদম চমৎকার নিউজ!
249,ভাই ইন্ডিয়া তে গেলে সবাই মোটা হয়ে যায় আমিও চিকনা ছিলাম । দিয়ে ছোটতে টানা তিন মাস ইন্ডিয়ায় থাকা লেগেছিল একবার । এসে আর কেউ চিনতে পারেনি এক দুই কেজির বাচ্চা তিন শূন্য কেজি হয়ে গেছিল,1,"হা হা, এই মজার ঘটনাটা শুনে আমার চোখ ভরে গেল। ইন্ডিয়ায় এমন কি মজার প্রেমের আবেগ ছিল,"
250,লাইট জ্বলতে জ্বলতে এক সময় ফিউজ হয়ে যায় । আপনার ও ফিউজ হওয়ার সময় হয়ে এসেছে,1,তাহলে কি এখন মুক্তাধিকারে কুলামে গান গাইবেন?
251,মদের ক্লাবে গিয়ে সুন্দর এবং ভদ্র ব্যবহার ও মান সম্মান আশা করা আর পাবলিক টয়লেটে গিয়ে সুন্দর পরিবেশ ও সুগন্ধি আশা করা একই কথা ।,1,"হা, হাসি চাপা আসছে!"
252,শুকরিয়া আদায় করেন ! দেয়ালের টাইলস খুলে নিয়ে যায়নি ।,1,আবারে জন্মেন না তার সবাই শুকরিয়া করতে।
253,আসলে ওনার নাম টাঙ্গিয়া নাকি তাঞ্জিয়া এটা নিয়ে প্রবলেমের কারনে ওনাকে বাদ দেয়া হয়েছে ।,1,"ওহো, কি ভুল তাঞ্জিয়া বলা গেলে প্রবলেমের সৃষ্টি হয়ে!"
255,খাম্বা তারেকের মতো সংবাদ,1,"আমি যদি তারেক হতাম, আপনি এতো সুন্দর কিছু জানতেন না।"
256,নিজেরে মিউট করে রাখার কোনো পদ্ধতি থাকলে জানাবেন ! এইসব কলিকাতা হারবাল মার্কা টোটকা চিকিৎসা কামে দিত না !,1,"হ্যাঁ, কোন সহজ পদ্ধতি থাকবে না ভাই, আমি শুনেন মন্ত্র পাঠ করলে মিউট হয়ে যায়! 🤐🔇"
258,ভাইরে পচাঁ ডিমের রিএক্ট থাকলে একটা দিতাম ।,1,"আমি কি বললাম না, আমি কি কখনো আপনার পোচা ডিমের রিএক্ট চাইতাম?"
